KO	DLF001	DLF002	DLF003	DLF004	DLF005	DLF006	DLF007	DLF008	DLF009
K00421	0.000209137994481055	8.84763727688856e-05	1.71313300907689e-05	4.70733297099768e-05	9.48414263580915e-05	8.13565385927832e-05	0.000152456859970478	0.000140237314323747	4.58534841842947e-05
K00423	8.48968251983688e-07	2.24390931755064e-06	0	1.9426859012763e-07	2.75098040722897e-06	1.92467717274565e-07	1.22819127869677e-06	8.61145509457386e-08	1.02824198737995e-06
K00425	0.00025995233866181	0.000222608501889415	0.000176640006723018	0.00029175969078886	0.000165650615522898	0.00021542751071037	0.000233462106783393	0.000219050905333133	0.000329536628845786
K00426	0.000355547895696813	0.000250525860408334	0.000192463993127083	0.000293103249087951	0.00018874990527452	0.000223241619647566	0.000287098202546362	0.000249935215017452	0.000254657171151043
K00427	2.76342792049952e-06	7.47542937735449e-06	2.34207927225653e-07	7.76431493246706e-07	5.01073029126109e-07	1.19977055803356e-05	5.66008041057949e-06	2.90980610078479e-05	8.55545924308261e-05
K00428	0.000126365159344148	8.9318484237948e-05	3.93857461965502e-05	0.000121431238461934	0.000140055613894241	0.000101348432570202	0.000176067462790915	0.00010050221684331	0.000278308556259147
K00429	0	0	0	0	0	0	0	0	0
K00432	0.00038448047121566	0.000187706109255562	0.000146686483599376	7.48037775008318e-05	3.99584281601542e-05	0.000134629376920056	0.000382218545155992	0.000365018046059244	0.000248646295931103
K00433	7.69511163309671e-05	8.05653962780099e-05	7.26124940223602e-05	3.92100793981325e-05	0.00014271432125779	0.00012845188066897	7.92689406083123e-05	0.000126604394060783	7.36692963013201e-05
K00435	0	2.38555910188671e-06	3.57589650310473e-06	1.97394470875179e-06	6.59547351627931e-06	5.58694296627932e-06	3.93346082048502e-06	0	8.05482995177565e-06
K00436	1.18660390162318e-06	8.02174623693305e-06	1.05833042080663e-06	3.45366382449119e-07	7.56365925931697e-07	7.16168252774037e-07	2.31010146155494e-07	0	1.89306803833376e-05
K00437	4.07216025553152e-05	7.45557497501971e-05	1.95456539204217e-05	4.87968730138877e-05	5.66469524850604e-05	4.30590939342018e-05	3.70706700255294e-05	0.000247630871356848	5.48549590055824e-05
K00440	0	0	1.16375316728125e-06	0	0	0	0	0	0
K00441	0.000714454248271204	0.000524696431275384	0.000603059024452046	0.000200811278413229	0.000430658701333864	0.000407162529749575	0.000690277493783327	0.0005612500683314	0.000219538221670867
K00442	0	0	1.19020210290127e-06	0	0	0	0	0	0
K00443	0	0	1.65425202027795e-06	0	0	0	0	0	0
K00446	0	0	0	0	0	0	1.62158587936511e-07	0	0
K00448	0	3.74934582046133e-07	0	0	0	1.17154262688866e-06	0	5.05870985265788e-07	0
K00449	0	3.14216431107489e-07	0	0	0	1.22727390569814e-06	8.06197352170185e-07	2.11974279251049e-07	0
K00450	5.55220551952582e-06	3.27474508369408e-07	8.32153501387354e-07	7.39014660151406e-07	9.2341826408259e-06	1.18697134296011e-06	1.99598457928961e-05	2.5696456516524e-05	8.73646503229411e-06
K00451	0	0	0	0	0	0	0	0	0
K00455	2.8397187115409e-06	4.4598971177571e-06	2.28885019788706e-07	8.2743022816132e-07	1.640935681505e-07	1.90785307158529e-06	2.28214004325945e-06	1.83068695716815e-07	8.42592814515347e-07
K00457	1.20103176363616e-05	1.14155001025701e-05	4.45894235115405e-06	8.83193527828758e-06	4.10676222299615e-06	2.71883287974003e-05	1.0157276236543e-05	1.08458546454786e-05	2.30326109783446e-06
K00459	0.00021601907004844	0.000333217413730762	0.000133332469296737	0.000178694517138821	0.000211793547073751	0.000208457961875188	0.000216425812469517	0.000370960975453568	0.000173275638673962
K00462	0.000158252129660835	7.25140299623986e-05	2.7097546623683e-05	1.74510222547935e-05	1.29508158517167e-05	7.07300573619627e-05	3.12441750339059e-05	0.00011202350709576	7.67531037431171e-06
K00467	0	6.23427679747633e-06	2.65905168582754e-06	4.97676837630334e-07	3.01898422913665e-06	2.7476838166527e-06	0	0	0
K00470	3.09703618323649e-06	8.53726043319047e-06	3.27305578297852e-07	4.42932385490997e-07	0	2.26342035514888e-06	6.3970752148014e-06	1.51837176227526e-05	0.000111364439053475
K00477	0	3.01990110830932e-07	0	0	0	0	5.13223572128957e-07	0	0
K00480	0.000254839132056911	5.42737471912935e-07	7.88054543766341e-07	2.70906657792659e-07	3.00902882063738e-07	6.62435177479412e-06	9.5384611036007e-07	1.90195498458329e-06	1.4833758115681e-07
K00481	0	1.96484705021645e-07	1.6572434344195e-07	1.49135483330302e-07	0	2.30230370663878e-06	3.78096353138042e-07	1.32551005000023e-07	0
K00483	5.1919564064495e-06	1.44290192376611e-05	8.28966667418758e-07	2.9499962084336e-06	1.97882588942699e-06	3.02569544074509e-06	1.52883490200411e-06	7.23810544435652e-06	3.41854982814021e-07
K00484	5.32364252878839e-06	1.0769402808266e-05	1.18032604892462e-05	4.73591810491783e-06	4.87144064854348e-06	3.64217882188653e-06	2.50213986927783e-06	3.06185070029294e-07	2.78132964669018e-07
K00492	2.92698289855795e-05	0.000103462231780691	0.000192487079155061	9.46600915930361e-05	0.000144028016961405	0.000117221727974433	7.65733594026447e-05	0.00011200127568773	0.000203816063354319
K00493	0	0	0	0	0	0	0	0	0
K00494	2.8159952833606e-06	3.28924752620757e-06	1.12338669789596e-06	1.62081174691372e-06	2.74350285932878e-07	1.26456071082436e-05	6.73809928122089e-06	1.93257804088987e-05	9.72319350312411e-05
K00495	0	0	0	0	0	0	0	0	0
K00496	0	0	0	0	0	0	0	0	0
K00499	0	0	0	0	0	0	0	0	0
K00500	0	0	0	0	0	0	0	0	0
K00504	9.19001834788277e-07	1.1220634213927e-06	3.8487010470389e-07	1.8630173942839e-07	0	3.0984471185253e-06	1.47723105330887e-07	2.17509512655824e-06	8.96799247572898e-06
K00505	0	0	0	0	0	0	0	0	0
K00507	0	0	0	0	0	0	0	0	0
K00508	1.41805686045627e-07	0	0	0	0	1.04913814741377e-05	0	1.42276214606003e-07	0
K00510	2.23451384071897e-07	6.96963867586089e-07	0	0	0	0	8.82465298885614e-07	0	1.25220036041463e-06
K00511	0	0	0	0	0	0	0	0	0
K00514	0	0	0	0	0	0	0	0	0
K00517	5.48959078922671e-06	9.19004832157435e-06	1.72613786419956e-06	1.48935181106485e-06	2.04491696387869e-06	1.52845442575779e-05	6.98755377007261e-06	1.51837176227526e-05	0.000125301439659359
K00518	2.86762609558935e-07	1.29352430805916e-06	7.2734572955078e-07	0	0	2.35772953661342e-06	0	0	3.21398092506423e-07
K00520	3.31766290759547e-05	6.44177680768041e-05	3.86921947782587e-05	2.30575644738188e-05	2.51440269140844e-05	8.08873562951884e-05	0.000100963022827992	0.000148199105405348	0.000188097278935717
K00521	0	0	0	0	0	0	0	0	0
K00523	0	6.75044589070121e-06	2.14001734388613e-06	0	1.90293631360207e-06	3.56631358479342e-07	3.57809085618155e-06	1.69392387272088e-06	2.27103610820654e-06
K00524	0	0	0	0	0	0	0	0	0
K00525	0.000545130113414434	0.000443049189871092	0.00040993322718371	0.000548475356468069	0.000362616839995655	0.000488022010285275	0.000530637950084922	0.000518332394396814	0.000613458406973785
K00526	0.000270740867294316	0.000191622354063831	0.000188809844534387	0.000253104142641902	0.000101806035000971	0.000245509316059441	0.000262070846171727	0.000282334099276986	0.000361382484422698
K00527	0.000664113371027109	0.00072796672514922	0.000996232785067681	0.000760331196895649	0.000954996719629004	0.000779695365103178	0.000567274106660012	0.000602925528783906	0.000712966889018763
K00528	9.22164977726966e-05	0.000223023869047791	0.000287955888851777	0.00017523485571314	0.000278150589918771	0.000290776099426942	8.2990433441346e-05	9.71798139272568e-05	0.00030287062815904
K00529	1.05729833845911e-05	6.16275742906399e-05	2.68008443294253e-05	4.22398522293446e-05	4.55800469760667e-05	2.49271761660854e-05	9.87314825791553e-06	0.000125421174861228	5.84285824268508e-05
K00532	0.000554144779520686	0.000630795128121022	0.000992415434451326	0.000786160603698144	0.000775170436100722	0.000609421645211534	0.000571400003667924	0.000699387209108139	0.000558208427404817
K00533	0.000412749516206639	0.00051605031787107	0.000387623123808625	0.000331074011573222	0.00046301883006766	0.000598707315589697	0.000436507326524383	0.000385059486468733	0.000229611137977541
K00534	9.38125236957446e-06	3.06884714381648e-06	6.68998214982419e-06	8.9612292383042e-06	1.45012920691139e-06	1.03029270628847e-05	8.44527717351491e-06	0	0
K00535	0	0	0	0	0	0	0	0	0
K00536	3.95628272246884e-06	7.09371792841646e-06	5.6019210894158e-06	3.69897129616301e-06	9.08564439160533e-06	2.07706285008313e-05	6.61746539279685e-07	2.09430587900036e-06	8.32153148339078e-06
K00537	0.000359169927484121	0.00037398855748279	0.00030823678963634	0.000256352617847623	0.000360844607481173	0.000482427070010788	0.000432883345808527	0.00055980632952615	0.000697333134179715
K00538	0	0	0	0	0	0	0	0	0
K00539	0	3.43666974834906e-06	2.13750581745535e-06	2.89223365549787e-06	3.32963820896398e-06	3.19321901200969e-06	6.29496990882384e-06	1.93201649354277e-06	0
K00540	0.00529990674044386	0.00444726406639929	0.00359456550697556	0.00421213248161705	0.00338542474395768	0.00477115771458366	0.0051233508523494	0.0049572938028426	0.00573011910799291
K00543	0	0	0	0	0	0	0	0	0
K00547	4.73134543643917e-05	8.98334366971674e-05	0.000136662034078807	6.23568770815437e-05	6.77131352430662e-05	4.96654084683143e-05	0.000108156506330654	2.69340293598438e-05	4.86649538436593e-05
K00548	0.00103388001074199	0.00109269225637195	0.000900416539331802	0.00100409505682649	0.000989083522242545	0.000776707515464302	0.00121820272007724	0.00104732058914672	0.000687399759901573
K00549	0.000121249649103554	0.000197198604635037	0.000203666559844869	0.000415017791105108	0.000253521668079241	0.000201946622717944	0.000223811462780832	0.00014918686558335	0.000319493954617163
K00551	5.33884329987038e-06	7.12846465615886e-06	5.89785521132061e-06	3.52532453172325e-06	4.1693312573402e-06	1.51245688946703e-05	2.33891155044713e-06	1.38827094251918e-06	1.36662634826329e-05
K00554	0.000644311107834574	0.000541400477915602	0.000679097961729355	0.000454541704902617	0.000589904795420501	0.000527950746497249	0.000456809023315551	0.000532482559510842	0.000381140420735755
K00555	0	0	5.04841508942701e-07	0	0	0	0	0	0
K00556	5.07714547262789e-06	2.5288628785244e-05	1.6445323315054e-05	1.07285840041102e-05	8.8194561752221e-06	0.000105312153928349	6.06050096479238e-06	2.28665160187134e-05	0.000148825096048067
K00557	5.04264272718734e-06	1.16883026734613e-05	3.68654874444622e-06	1.15519603215681e-06	8.0339660887612e-07	2.67856101970386e-05	8.15524821498027e-06	1.74489973125727e-05	8.37225537858717e-05
K00558	0.000487937803403894	0.00159231889335859	0.00232154640113867	0.00280874457137842	0.0026950848554543	0.00141645223996944	0.000701049399955122	0.000489067032435604	0.00104651451252256
K00559	0	2.93982797286173e-07	3.17972611636971e-06	2.16328393402196e-07	7.02482961645384e-06	4.44156270633611e-07	0	0	2.78251571476981e-06
K00560	0.00095240121013462	0.000577777098758445	0.000712656402976327	0.0005570607279164	0.000783833177578049	0.000691563370038445	0.000518467142469005	0.000490746154141497	0.000659238649217121
K00561	6.61027613294989e-06	1.4591995838918e-06	1.78154608635522e-05	2.24173574130183e-06	3.49004977036511e-06	1.66377021678869e-06	1.84212592951496e-05	0	3.63428141666338e-05
K00563	3.31780111581571e-05	7.74797251001454e-05	7.31901473555713e-05	4.37863167049623e-05	0.0001078670866518	0.000117829034701972	1.0172114833197e-05	7.48042536920607e-05	0.000181407150867858
K00564	1.86104223352364e-05	1.91424632970576e-05	6.26805108129751e-05	2.47648648595997e-05	6.30862443725361e-05	2.91210974482694e-05	9.4263762922993e-06	7.04085061401011e-05	0.000183988011103471
K00565	0	0	0	0	0	0	0	0	0
K00566	0.000878397157491034	0.000852581220628098	0.000748897253211247	0.000883716797362515	0.000830056638221208	0.000755221756029732	0.000902896422792737	0.000951426128114194	0.000530646025143085
K00567	0.000357417101101531	0.000422616999122644	0.0005054182968594	0.000497056916987524	0.000405093224066179	0.000463482088079872	0.000415558956503826	0.000440197082511663	0.000508194543700549
K00568	0.000246169728936948	0.000216486725334475	0.000176897559653989	0.000363339259492733	0.000149671878290703	0.000241174921745308	0.000354952991629645	0.00017696233891486	0.000289608838613645
K00569	0	0	0	0	0	0	0	0	0
K00571	0.000519826392085031	0.000791019310720838	0.00100862267568525	0.00104703656546823	0.00106446832959666	0.00112950921715579	0.000856661848041445	0.000397472157444208	0.000892086342272026
K00573	4.41000563276352e-06	1.270706207271e-05	2.60056426755998e-06	7.29427797430209e-07	1.08248586999213e-06	2.47486670034818e-05	6.52697954456978e-06	1.78731526132139e-05	0.000111619599209949
K00574	3.21277920729849e-05	3.9681072459865e-05	2.67870372578105e-05	1.53371302096349e-05	4.56420036420645e-05	5.92449292869704e-05	4.39550670584965e-05	5.28510043736297e-05	0.000154906349598343
K00575	3.87139605143424e-05	0.000140124621486802	7.31246990743606e-05	0.000109112438287903	0.000134075518554466	0.000114664943011388	9.88005526906114e-05	6.52770763565906e-05	0.000129824649974333
K00577	0	0	1.36947940710398e-06	0	0	0	0	0	0
K00578	0	0	1.6929598877475e-06	0	0	0	0	0	0
K00579	0	0	9.66215729292548e-07	0	0	0	0	0	0
K00580	0	0	8.08161921723088e-07	0	0	0	0	0	0
K00581	0	0	1.28775965231941e-06	0	0	0	0	0	0
K00582	0	0	0	0	0	0	0	0	0
K00583	0	0	1.02282993218078e-06	0	0	0	0	0	0
K00584	0	0	2.29722012077347e-06	0	0	0	0	0	0
K00586	0	0	2.41553932323137e-07	0	0	0	0	0	0
K00587	0	5.82672956059005e-05	3.9133601352889e-06	1.41526026436605e-05	2.6575394792999e-05	1.0903858182573e-05	6.80723009369187e-07	0	1.04590417030248e-06
K00588	2.3093207007132e-05	3.7462165623561e-05	8.05547003564674e-05	3.63230434351852e-05	5.35718190082077e-05	4.52323317673601e-05	4.99954438363227e-05	6.41973427159565e-05	5.86520302472921e-05
K00590	5.6014037654225e-05	9.01273107399754e-05	8.32410957136134e-05	5.73983894358346e-05	2.61769795367309e-05	6.84672962612059e-05	3.52212903079247e-05	2.24883255126005e-05	4.2832761318128e-05
K00591	0	0	5.596299872367e-06	0	2.09402986221907e-06	0	0	0	0
K00595	0.000164082865097105	0.000268495218911042	0.000226875881586067	0.000166142643063933	0.000187800482201792	0.000260515586339097	0.000240895780780914	0.000303894177714503	9.70702399202339e-05
K00598	1.96635488185118e-05	2.12923515990573e-05	7.16723702109915e-06	2.61672929753151e-05	1.61083623170071e-05	1.5126608308354e-05	6.45893830968821e-06	1.31784575816555e-05	0.000101970523872157
K00599	0.003893850378463	0.00442696274731761	0.00433341176900067	0.00379165906958267	0.00449646732615949	0.00383251668874449	0.00418453635754829	0.00411429476687931	0.00263710701089551
K00600	0.000323813669210934	0.000374471962208232	0.000614711500646123	0.00046991215740585	0.000541963338277076	0.00038793608381384	0.000335484831515739	0.000319395176018039	0.000352774569219022
K00602	0.00042245145860296	0.000472259703440789	0.00082491700683101	0.000941518643806631	0.000613020364468151	0.000582303646169628	0.00041389568595444	0.000406362999504882	0.000360630633840938
K00603	0.000404997309921788	0.000244064397633104	4.397958356883e-05	0.000162148676787	3.20113726798232e-05	0.000192130606533844	0.000288806602211094	0.000304990971346342	5.69795892952916e-05
K00604	0.000509406157573415	0.000507392253454664	0.000661753109939975	0.000549577212576608	0.000598688286046689	0.000531153711746215	0.00048499674523994	0.000422327063132922	0.000449973985125286
K00605	0.000345097032398263	0.000258507566173674	0.000133408770614167	0.000201887949805792	0.000250925441882285	0.000270380335911605	0.000393392509303642	0.000344773471596272	0.000320950814856665
K00606	0.000297074991648979	0.000325274084343674	0.000441473123462958	0.000437597581657051	0.000301945483907726	0.000370214346359206	0.000275502891435582	0.000242653160002283	0.000271658302595678
K00607	0.000293478963301606	0.000205888069765179	9.29071032604861e-05	0.00010671107195532	0.000165081676979618	0.000139356827471485	0.000257393652582038	0.000234565800606523	5.08576751839992e-05
K00609	0.000264892705269999	0.000441951343322944	0.000586071332088308	0.000551238132276287	0.000534752645212911	0.00049014871921061	0.000308810040740434	0.000260887667773214	0.000403335819772586
K00610	0.000316231942037706	0.000488997079806086	0.000514618234335926	0.00033219804824096	0.00048713304324336	0.000397070073667694	0.000358488726665951	0.000272713317114756	0.000306071715885188
K00611	9.9396641034246e-05	0.000387517498085727	0.000379865523676037	0.000203422213527315	0.000345298164831676	0.000352359785177725	0.000127721700058378	0.000178620577348275	0.000595048770111097
K00612	4.91581688610991e-06	2.68894363909996e-06	9.3744090235703e-06	5.48025780573501e-06	7.82619723151772e-06	2.94801383600583e-05	7.77854476507951e-08	7.19692741924522e-07	2.88144522113082e-05
K00613	4.04312817654895e-07	4.05281767538118e-07	8.56820885596469e-07	1.54197523234464e-07	3.66318539865997e-07	4.76130871268229e-07	0	0	2.60520858536304e-05
K00614	3.82854304087486e-05	0.000195907904055212	7.65123405505634e-05	4.95022255719065e-05	0.0001351478672144	7.83076063995085e-05	7.28837006399465e-05	8.19735718631712e-05	7.49143787670442e-05
K00615	0.000772082317218896	0.000992817100985086	0.00127377210664887	0.000835980909953826	0.00117567877934361	0.00131597331468593	0.000828361867384667	0.000991568396818646	0.000969604843296242
K00616	0.00040171417398364	0.000450562876394572	0.000261971664983003	0.000318944864917978	0.000191419034022635	0.00043305459615577	0.000413714008018288	0.000377116979650595	0.000452892388899769
K00619	1.98731265678184e-05	1.14583039867005e-05	3.66198311472437e-06	1.08103445060855e-05	2.90039786647323e-05	5.19803102077174e-05	0	3.40740242218312e-05	9.61315327598261e-06
K00620	6.14673077309578e-05	0.000183485968962706	0.000347216837262767	0.000148197778541502	0.000242254844333799	0.000191554630706619	7.24093263119519e-05	8.33310037238549e-05	0.000173059501196857
K00621	0	5.07264434533003e-07	4.27850429147518e-07	3.12888219331389e-06	1.7653642480827e-05	0	0	0	0
K00624	0	0	0	1.00609286880408e-07	0	0	0	0	0
K00625	0.000403140247868415	0.000456344526866976	0.000570682430470386	0.000622800710040442	0.000469728510352805	0.000436344589787414	0.000401559738663734	0.000348779848180288	0.000255731926501747
K00626	6.70956286014869e-05	0.000208685852919702	0.000283426094496414	0.000122887485825002	0.000121072121559098	0.000238111758966923	7.09171214364198e-05	0.0002070992300319	0.000361240986103047
K00627	1.20200302205851e-05	3.19090823383727e-05	3.73965590455931e-05	3.20165116573801e-05	2.47950564694391e-05	8.60696242305562e-05	1.08726793128412e-05	2.25315945936813e-05	0.000199117136250257
K00631	2.80528639785914e-06	1.08634916067735e-05	3.98214129522886e-07	1.02868772311916e-06	7.03655964351104e-07	1.26999280555913e-05	5.05354144295442e-06	1.62612717449143e-05	9.81064421030829e-05
K00632	1.98079246666874e-05	1.95645125641711e-05	3.56602992595337e-06	1.6591557970386e-06	2.84826296285343e-06	2.80865388513122e-05	1.11006262651324e-05	2.36305849163928e-05	0.000149353041482221
K00633	0.000571890662139259	0.000378633070950727	0.000162789647461961	0.00024536701361872	0.000190694334982079	0.000477414477532535	0.000435556934947769	0.000473048341977899	0.00058669603067894
K00634	0.00094658483618731	0.00076060871592792	0.000512809287325271	0.000673867282734326	0.000599042552594124	0.000720363587640844	0.000915110215169611	0.000882746053953609	0.000362377488796028
K00635	0	0	0	0	0	0	0	0	0
K00637	0	0	0	0	0	0	0	0	0
K00638	0.00107943689871368	0.000728338993636045	0.000304847511485195	0.00151858487405163	0.000488765232966104	0.000707695349038282	0.000640598591859266	0.0006522152600367	0.000386429317622093
K00639	0.000451848885345147	0.000788753470625352	0.000120734385438124	0.000251841978151718	0.000176263660042918	0.000469873029465846	0.00167914633764102	0.000454464612459127	0.000410306110235733
K00640	0.00101438217646947	0.000753541799924108	0.00140997610557916	0.00130239277494978	0.00108838306588515	0.00107961000387005	0.000974291133173202	0.000979398251097664	0.000919876432962967
K00641	0	8.62046026224209e-06	1.14846218243302e-05	1.86310903578908e-05	4.47271640979894e-06	2.34071787278628e-05	5.18094348848802e-07	0	7.70355295118895e-05
K00645	0.000273259828294198	0.000425872557804195	0.000524868664689742	0.000480094238280236	0.000510260314224002	0.000402468103153312	0.000332650356474207	0.000325571155993945	0.000402646586843328
K00646	0	0	0	0	0	0	0	0	0
K00647	0.000513510860582896	0.000293932524716176	3.63390093218446e-05	0.00016681284498883	3.63293951932468e-05	0.000185085682367091	0.000313191313516472	0.000530824303014905	0.000208188869413527
K00648	0.00119950713784854	0.000882057980341875	0.000623734862660841	0.000758399118075241	0.000562282815377827	0.00106566193908642	0.00102171088910556	0.000694722172502794	0.000438229460494257
K00649	0	0	0	0	0	0	0	0	0
K00650	8.63887359340725e-07	1.34275879729324e-07	5.91872655149821e-07	0	1.67712039476142e-05	2.28035891371836e-05	9.92817109616987e-07	0	0
K00651	0.000397941250338535	0.000407473243688575	0.00049594705495869	0.000458372500597424	0.000487213308125022	0.000433560877502957	0.000405648723641633	0.000297275434143551	0.000322399135680774
K00652	0.000498834627016357	0.00041667305945144	0.000285859612607082	0.000444257731142822	0.000291082079386347	0.000373828740482128	0.000418536196308962	0.000461668411089071	0.00030811745691198
K00653	0	0	4.60225704444887e-06	0	1.24963855796279e-05	3.67438369342352e-07	0	0	0
K00655	0.000655948219000169	0.000672354274276896	0.000872297965658093	0.000643677796861521	0.000745637618618785	0.000733754912212128	0.000784167524185723	0.000662724303565416	0.000652867184939051
K00656	0.000743076753982157	0.000643163445662599	0.000732720057418213	0.000606208982209766	0.00068204301281478	0.00058622541823336	0.000985927341519408	0.000686403480923895	0.00100496059349683
K00657	0.000491638886743263	0.000351023802216632	0.000378010682799388	0.000386796234335216	0.000340661301020231	0.000367419034671093	0.000331756524938628	0.000466085965825912	0.000404150114308279
K00658	9.92210726949869e-05	0.00013504929964795	1.04757529766315e-05	5.27612993284849e-05	1.09042935715875e-05	7.02038669241861e-05	0.000121504362104276	9.35934657747497e-05	0.000171835307741522
K00660	0	0	0	0	0	0	0	0	0
K00661	0.00154814916393922	0.000965223050127256	0.000640662403382669	0.000849201053664348	0.000847289920736871	0.00114640370142789	0.00151417252987819	0.00138981581202035	0.000656515384732668
K00662	1.89442270877814e-05	6.29159545221971e-05	1.77820691185635e-05	5.49610584542942e-05	7.02261559999194e-05	4.82017288659039e-05	7.9779389897324e-05	3.87834422037104e-07	0.000183830486751968
K00663	4.30978347819804e-05	6.9210650306422e-05	7.71078141879493e-05	8.01191026968638e-05	7.86944950176732e-05	5.65378326042157e-05	9.96701354080946e-06	9.16556102806651e-06	3.74358460175674e-05
K00666	0.00040043875561365	0.000369024068729645	0.000149070209467467	0.000183040522995433	0.000170895405347104	0.000246769739894857	0.00039456594069685	0.000371855556205104	0.000269528742013736
K00667	0	1.74407771873145e-06	0	0	0	0	0	0	0
K00669	0	0	1.15860381698354e-06	0	0	0	0	0	0
K00670	9.80074741530536e-07	4.91211762554113e-07	0	0	2.95991562803117e-07	3.83717284439798e-07	1.57540147140851e-06	3.31377512500057e-06	7.32299451280455e-07
K00671	0	0	0	0	0	0	0	0	0
K00672	0	0	2.59581736878763e-06	0	0	0	0	0	0
K00673	5.97163855945045e-07	2.78544879350736e-06	3.02448501257289e-07	1.7118159825739e-07	2.70719333532032e-07	6.57433517397329e-06	1.67469831271945e-06	2.96792353992592e-06	3.74161438167471e-05
K00674	3.45763646228677e-05	3.75771320068137e-05	3.43617620452628e-05	3.58485211560947e-05	2.17133724743934e-05	0.000168517385777479	9.1922143371057e-06	8.50959077054483e-05	0.000209514282136767
K00675	2.5176983530306e-05	1.66257004683988e-05	2.3280946255419e-06	1.01638262165142e-05	8.3788272919302e-06	5.09908985053652e-05	6.18218737802269e-06	4.12882109739731e-05	1.0885079499474e-05
K00676	0.00101041249915791	0.000987251894999559	0.000464344013575783	0.000485774766332453	0.00061489752921857	0.0005956298014277	0.000892726848615978	0.000916876914356522	0.000422992268284257
K00677	0.000695690092112923	0.000485945696263847	0.000449823400742296	0.0005399194459976	0.000455328108344443	0.00052079496241165	0.00068091113912195	0.000595724551809077	0.000360280469350119
K00680	0.00452198680947524	0.00377780882188547	0.00355464935276548	0.0036504290829632	0.00367177315606288	0.00429090746271367	0.00430956418533449	0.00540657283335104	0.00325231384988574
K00681	4.15377386311395e-05	3.87644105709866e-05	2.51886211207844e-05	1.57547276454731e-05	1.8764847380188e-05	0.000102586087507639	2.91791281645311e-05	0.000178319094544907	0.000127381759546716
K00683	0	1.67884185517009e-05	2.02166803935572e-05	3.19951101256847e-05	1.27678221352767e-05	5.06171280474763e-05	0	0	0.000103215710149133
K00684	0.000134997497134126	0.000123412057856242	0.000227476260579006	0.000312103512762072	5.59130997254071e-05	0.000174807565726257	0.000146474958098687	7.8920924680326e-05	0.000109184532671398
K00685	0	1.71833487417453e-06	2.17533648022141e-06	0	3.4514145330548e-07	0	7.34799800686478e-07	0	0
K00687	6.85488309702634e-08	4.44972303280586e-06	3.44936259726588e-06	6.01884882040319e-07	6.20603118206819e-06	8.7148058711943e-06	4.97599304584313e-07	4.48845715862577e-06	9.0289601628255e-06
K00688	0.00103733973283975	0.000861174710116478	0.00114383992237164	0.0010801632014559	0.00117189851326669	0.000752580145732204	0.000888327665834087	0.000698519191961805	0.000782184415305355
K00689	0.000152156422417818	8.62863805912333e-05	4.0141575166279e-05	7.2127955999144e-05	3.85248439513674e-05	9.94200789796392e-05	0.00015383357287768	7.35105780064798e-05	4.57101154891314e-05
K00690	9.56268362076682e-06	5.67983325536307e-05	7.34357053278598e-05	3.80273631703305e-05	6.13237697553056e-05	4.39860249375499e-05	7.69490797102077e-06	1.59151331093194e-05	0.000149566047268955
K00691	4.29483954079734e-05	6.57936533788374e-05	1.23157890400723e-05	3.341786120905e-05	1.81692176896994e-05	8.22682692344536e-05	4.8676949779527e-05	1.01693040527141e-05	3.93705067734939e-05
K00692	0	3.4009679249795e-06	2.03364065516932e-06	1.33012728375675e-07	2.2293397584676e-06	8.11863101689465e-06	0	2.07407378679829e-07	2.37763390371e-06
K00693	0	0	0	0	0	0	0	0	8.33254313905538e-07
K00694	2.00134085304362e-05	3.42022977221384e-05	9.38494773366678e-06	1.18872829239558e-05	5.75762195687092e-05	7.82641238272433e-05	2.09330867737403e-05	7.23247607602788e-05	0.000247804894653723
K00695	0	6.20891667868396e-07	0	0	0	0	0	0	0
K00696	0	0	3.79111048440259e-07	0	1.26055705991624e-07	9.72934253012325e-07	0	0	1.67570315817141e-06
K00697	0.000318756096404304	0.000113602460356089	2.33946650297228e-05	0.000106037285474071	3.59025646920001e-05	0.000161164638567525	0.000231268688165242	0.000148208157738611	9.88867967193533e-05
K00698	0	0	0	0	0	0	0	0	0
K00700	0.000776299341044343	0.000652193214706549	0.000699759478883972	0.000678889851405823	0.00076321885145907	0.000561016060934947	0.00063755602850218	0.000521655581382891	0.000465494706277376
K00701	0.000131205623568103	0.000118088399790198	7.16738610040806e-05	0.000409444732216091	0.000118752334358056	0.00010493853076608	0.000161577987292217	0.000125096305930759	3.77756464964946e-05
K00702	4.52570005021646e-05	0.000183797332458972	0.000577971413199195	0.000326010242898597	0.000322964823666975	0.000143874010669562	7.7481393036111e-05	3.87395237210208e-06	3.6281554076677e-05
K00703	0.00037246261392477	0.000536350083961359	0.000577360381424814	0.000490510048500416	0.000592446983250953	0.000447759319401673	0.000353653847528602	0.000331303026263694	0.000314779904956033
K00705	0.00102431637603574	0.00108467567355845	0.00137640485106903	0.00150250146695606	0.00130169438701321	0.00087320641385949	0.00100367769972021	0.00088631457211701	0.000798779140100834
K00710	0	0	3.17140808785495e-06	0	4.99619050356367e-06	0	0	0	0
K00712	0.000625752084781324	0.000476099678291041	0.000276590807405774	0.000523087994151535	0.000178030876754142	0.000348866871337459	0.000688172851535184	0.000740321484564567	0.000166619826957289
K00713	0	1.11510716211996e-06	3.05893063829767e-07	1.40613455711428e-07	3.56317462269656e-06	0	5.87984486179238e-06	0	2.75484079291219e-07
